p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,objective,elapsed_sec
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,2048,50,100,#pragma clang loop(j2) pack array(C) allocate(malloc),#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,2.0588835,394.4286799430847
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,32,32,20,#pragma clang loop(j2) pack array(C) allocate(malloc), , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.822766,412.9267771244049
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,16,32,8,#pragma clang loop(j2) pack array(C) allocate(malloc), , , ,0.5315615,427.76910161972046
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,16,32,2048,#pragma clang loop(j2) pack array(C) allocate(malloc), , , ,2.2232304999999997,458.2886416912079
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,8,32,512,#pragma clang loop(j2) pack array(C) allocate(malloc), , , ,2.2627665,488.81098771095276
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,16,32,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.43310550000000003,503.40711784362793
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,16,32,16,#pragma clang loop(j2) pack array(C) allocate(malloc), , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.9871825000000001,522.3597166538239
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,32,20,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.8414185000000001,541.2969868183136
 , , ,16,32,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , , ,0.4194135,555.9119114875793
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,32,4, , , , ,0.43937950000000003,570.4868259429932
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,32,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.4417355,585.0515756607056
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,32,4,#pragma clang loop(j2) pack array(C) allocate(malloc),#pragma clang loop(i1) pack array(D) allocate(malloc), , ,0.445383,599.6272532939911
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,16,32,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.445136,614.2705132961273
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,16,50,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , , ,0.4393315,628.8402500152588
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,50,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , , ,0.44800799999999996,643.435218334198
 , , ,16,8,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , , ,0.477353,658.0322687625885
