p1,p2,p3,p4,p5,objective,elapsed_sec
#pragma clang loop(j2) pack array(path) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,32,32,0.0911565,851.0982856750488
 , ,20,8,100,0.09094050000000001,856.209990978241
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,16,4,0.09105350000000001,861.3870482444763
#pragma clang loop(j2) pack array(path) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,8,16,0.0911965,866.5019369125366
#pragma clang loop(j2) pack array(path) allocate(malloc), ,80,4,256,0.0909385,871.6699342727661
#pragma clang loop(j2) pack array(path) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,16,256,0.1073855,876.9279434680939
 , ,32,100,32,0.091008,882.0048327445984
#pragma clang loop(j2) pack array(path) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,100,80,0.09096699999999999,887.0604000091553
#pragma clang loop(j2) pack array(path) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",64,32,50,0.0909955,892.242023229599
#pragma clang loop(j2) pack array(path) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,100,8,0.090978,897.3168470859528
#pragma clang loop(j2) pack array(path) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,64,128,0.09105150000000001,902.4846160411835
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,4,8,0.0910175,907.5899083614349
 , ,4,8,64,0.09093899999999999,912.9703872203827
#pragma clang loop(j2) pack array(path) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,80,20,0.0909625,918.0512120723724
#pragma clang loop(j2) pack array(path) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",64,32,128,0.091081,923.1617102622986
#pragma clang loop(j2) pack array(path) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,16,50,0.091441,928.2541689872742
#pragma clang loop(j2) pack array(path) allocate(malloc), ,50,100,16,0.0912085,933.4419050216675
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,80,16,0.0910115,938.5099449157715
 , ,96,128,100,0.0910625,943.7297561168671
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,128,50,0.0910615,948.9426646232605
 , ,50,8,32,0.09106700000000001,954.1280493736267
 , ,96,16,4,0.09088099999999999,959.1937382221222
#pragma clang loop(j2) pack array(path) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,64,100,0.09115300000000001,964.3838603496552
#pragma clang loop(j2) pack array(path) allocate(malloc), ,32,2048,100,0.09108849999999999,969.4563672542572
 , ,20,100,16,0.09106600000000001,974.5487484931946
#pragma clang loop(j2) pack array(path) allocate(malloc), ,4,100,20,0.090917,979.6287627220154
#pragma clang loop(j2) pack array(path) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,20,20,0.090931,984.8488302230835
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,4,50,0.0910695,989.951052904129
 , ,16,4,100,0.0912295,995.0483672618866
#pragma clang loop(j2) pack array(path) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,128,20,0.09098,1000.1454834938049
#pragma clang loop(j2) pack array(path) allocate(malloc), ,8,80,64,0.0909285,1005.3085267543793
 , ,100,100,80,0.090889,1010.4304656982422
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,32,100,0.090971,1015.5446164608002
#pragma clang loop(j2) pack array(path) allocate(malloc), ,32,8,8,0.1600295,1020.7658371925354
 , ,20,80,80,0.0909575,1025.8805093765259
 , ,4,64,80,0.0912175,1031.0537531375885
